ID,item_cnt_month
750,0.9875865
751,1.0346437
752,1.0290146
753,1.0099473
754,1.0643246
755,1.0135565
756,1.0288584
757,1.0380651
758,1.1565123
759,1.1598909
760,1.1049783
761,1.0668589
762,0.98515224
763,1.3224504
764,1.1734952
765,1.2351997
766,1.1269515
767,1.2528176
768,1.3115361
769,1.2097366
770,1.2103274
771,1.1235039
772,1.0791838
773,1.1116815
774,1.2305193
775,1.0781925
776,1.2070293
777,1.0659139
778,0.994684
779,1.0723622
780,1.0594826
781,1.065282
782,1.0566784
783,1.0772688
784,1.0701938
785,1.0896945
786,1.2868999
787,1.0319848
788,1.0554504
789,1.0921621
790,1.0820887
791,1.1047099
792,1.0140207
793,1.1207297
794,1.1024054
795,1.0355263
796,1.1697056
797,1.0745358
798,1.6854016
799,1.7206436
800,2.1263819
801,1.7005122
802,1.8136361
803,1.7618252
804,1.7359608
805,2.187863
806,1.947889
807,2.0982656
808,2.2502973
809,2.134191
810,2.5032399
811,1.8058528
812,1.9262217
813,1.7781008
814,1.7540462
815,1.9399494
816,1.7785672
817,1.7690097
818,2.4756436
819,1.7567312
820,1.5849137
821,1.7631793
822,2.1324008
823,1.7977885
824,1.7474955
825,1.8033488
826,1.7638263
827,1.73394
828,1.8614664
829,1.7119238
830,1.9114782
831,2.108704
832,1.7678783
833,1.786563
834,1.7596225
835,1.7722318
836,1.7666706
837,1.7040163
838,2.1002107
839,1.7076254
840,1.0216715
841,1.0218803
842,1.0729556
843,1.0237459
844,1.0924281
845,1.024169
846,1.0083525
847,1.1660751
848,1.0416362
849,1.0825878
850,1.0087764
851,1.108963
852,1.0501719
853,1.0237806
854,1.0533458
855,1.0404445
856,1.0163898
857,1.0484889
858,1.0409108
859,1.0313535
860,1.1109691
861,1.0190748
862,1.0185789
863,1.0255232
864,1.0344908
865,1.0453981
866,1.0281205
867,1.0574489
868,1.0408208
869,1.017632
870,1.324045
871,1.005779
872,1.013667
873,1.0224283
874,1.0302219
875,1.0284972
876,0.9875865
877,1.0346437
878,1.0290146
879,1.0099473
880,1.0643246
881,1.0135565
882,1.0515412
883,1.0669088
884,1.1413003
885,1.0623145
886,1.0955076
887,1.0925138
888,1.0666492
889,1.1963382
890,1.1989746
891,1.2549527
892,1.1647358
893,1.2975249
894,1.2919462
895,1.2482369
896,1.1641312
897,1.1087892
898,1.0847347
899,1.140622
900,1.1092556
901,1.0996982
902,1.2575095
903,1.0747402
904,1.0443568
905,1.0938678
906,1.0792022
907,1.1137428
908,1.0781841
909,1.1316296
910,1.0921068
911,1.0776298
912,1.3833339
913,1.0342655
914,1.076956
915,1.0842943
916,1.0985668
917,1.096842
918,1.0559311
919,1.0964265
920,1.0973592
921,1.0347047
922,1.1326692
923,1.0383139
924,1.161922
925,1.2352906
926,1.3104932
927,1.2271552
928,1.2444677
929,1.2682148
930,1.2279866
931,1.3399425
932,1.3007957
933,1.7176647
934,1.267936
935,1.4073998
936,1.3093314
937,1.2829401
938,1.2681425
939,1.2844903
940,1.2604357
941,1.3051031
942,1.2849567
943,1.2753992
944,1.543768
945,1.2566125
946,1.2240038
947,1.2695689
948,1.2666242
949,1.289444
950,1.219756
951,1.281313
952,1.2417902
953,1.2082279
954,1.7353739
955,1.2381582
956,1.2526572
957,1.2332544
958,1.2726121
959,1.2458022
960,1.2316322
961,1.2786895
962,1.2428834
963,1.2514632
964,1.2660062
965,1.2550724
966,1.0515412
967,1.0669088
968,1.1413003
969,1.0623145
970,1.0955076
971,1.0925138
972,1.0666492
973,1.1963382
974,1.1989746
975,1.2549527
976,1.1647358
977,1.2975249
978,1.2919462
979,1.2482369
980,1.1641312
981,1.1087892
982,1.0847347
983,1.140622
984,1.1092556
985,1.0996982
986,1.2575095
987,1.0747402
988,1.0443568
989,1.0938678
990,1.0792022
991,1.1137428
992,1.0781841
993,1.1316296
994,1.0921068
995,1.0776298
996,1.3833339
997,1.0342655
998,1.076956
999,1.0842943
1000,1.0985668
1001,1.096842
1002,1.0559311
1003,1.0964265
1004,1.0973592
1005,1.0347047
1006,1.1326692
1007,1.0383139
1008,1.0288584
1009,1.0380651
1010,1.1565123
1011,1.1598909
1012,1.1049783
1013,1.0668589
1014,0.98515224
1015,1.3224504
1016,1.1734952
1017,1.2351997
1018,1.1269515
1019,1.2528176
1020,1.3115361
1021,1.2097366
1022,1.2103274
1023,1.1235039
1024,1.0791838
1025,1.1116815
1026,1.2305193
1027,1.0781925
1028,1.2070293
1029,1.0659139
1030,0.994684
1031,1.0723622
1032,1.0594826
1033,1.065282
1034,1.0566784
1035,1.0772688
1036,1.0701938
1037,1.0896945
1038,1.2868999
1039,1.0319848
1040,1.0554504
1041,1.0921621
1042,1.0820887
1043,1.1047099
1044,1.0140207
1045,1.1207297
1046,1.1024054
1047,1.0355263
1048,1.1697056
1049,1.0745358
1050,1.6854016
1051,1.7206436
1052,2.1263819
1053,1.7005122
1054,1.8136361
1055,1.7618252
1056,1.7359608
1057,2.187863
1058,1.947889
1059,2.0982656
1060,2.2502973
1061,2.134191
1062,2.5032399
1063,1.8058528
1064,1.9262217
1065,1.7781008
1066,1.7540462
1067,1.9399494
1068,1.7785672
1069,1.7690097
1070,2.4756436
1071,1.7567312
1072,1.5849137
1073,1.7631793
1074,2.1324008
1075,1.7977885
1076,1.7474955
1077,1.8033488
1078,1.7638263
1079,1.73394
1080,1.8614664
1081,1.7119238
1082,1.9114782
1083,2.108704
1084,1.7678783
1085,1.786563
1086,1.7596225
1087,1.7722318
1088,1.7666706
1089,1.7040163
1090,2.1002107
1091,1.7076254
1092,1.0283363
1093,1.0597879
1094,1.1341794
1095,1.0551934
1096,1.0883865
1097,1.0853927
1098,1.0595282
1099,1.1892172
1100,1.1896634
1101,1.2478317
1102,1.1568036
1103,1.2678411
1104,1.2848252
1105,1.1406012
1106,1.1570101
1107,1.1016681
1108,1.0776136
1109,1.1290154
1110,1.1021345
1111,1.0925772
1112,1.2188135
1113,1.0802984
1114,1.0372357
1115,1.0867468
1116,1.0720811
1117,1.1066217
1118,1.071063
1119,1.3443732
1120,1.345706
1121,1.0788558
1122,1.376213
1123,1.0354913
1124,1.0698351
1125,1.0771732
1126,1.0914457
1127,1.089721
1128,1.04881
1129,1.0958674
1130,1.0902382
1131,1.0275836
1132,1.1255482
1133,1.0311928
1134,1.0482057
1135,1.0633562
1136,1.1208384
1137,1.0668874
1138,1.0750457
1139,1.0720519
1140,1.0492787
1141,1.1840808
1142,1.1168735
1143,1.1763878
1144,1.0420613
1145,1.2087572
1146,1.1279738
1147,1.1973426
1148,1.08203
1149,1.0883274
1150,1.0642728
1151,1.1008571
1152,1.0887938
1153,1.0792363
1154,1.1644592
1155,1.0542783
1156,1.0269862
1157,1.073406
1158,1.0618317
1159,1.1279807
1160,1.0577222
1161,1.1159227
1162,1.0763999
1163,1.057168
1164,1.3719279
1165,1.045315
1166,1.0564942
1167,1.0638325
1168,1.0781049
1169,1.0763801
1170,1.0354693
1171,1.0759647
1172,1.0768974
1173,1.0514053
1174,1.1122074
1175,1.0550145
1176,1.0131083
1177,1.0552065
1178,1.1786826
1179,1.0432009
1180,1.1242164
1181,1.0724057
1182,1.0496325
1183,1.3028191
1184,1.1272264
1185,1.2811389
1186,1.2885172
1187,1.3068619
1188,1.5823146
1189,1.0515633
1190,1.1055589
1191,1.0886812
1192,1.0646266
1193,1.231227
1194,1.0891476
1195,1.0795901
1196,1.3633062
1197,1.0673115
1198,1.0649791
1199,1.0737598
1200,1.2549629
1201,1.1430688
1202,1.058076
1203,1.118684
1204,1.0791614
1205,1.0445206
1206,1.1811026
1207,1.0540158
1208,1.010525
1209,1.1249218
1210,1.0784587
1211,1.0971437
1212,1.0702028
1213,1.0828123
1214,1.0772512
1215,1.0517591
1216,1.1125612
1217,1.0553683
1218,1.0131083
1219,1.0552065
1220,1.1786826
1221,1.0432009
1222,1.1242164
1223,1.0724057
1224,1.0496325
1225,1.3028191
1226,1.1272264
1227,1.2811389
1228,1.2885172
1229,1.3068619
1230,1.5823146
1231,1.0515633
1232,1.1055589
1233,1.0886812
1234,1.0646266
1235,1.231227
1236,1.0891476
1237,1.0795901
1238,1.3633062
1239,1.0673115
1240,1.0649791
1241,1.0737598
1242,1.2549629
1243,1.1430688
1244,1.058076
1245,1.118684
1246,1.0791614
1247,1.0445206
1248,1.1811026
1249,1.0540158
1250,1.010525
1251,1.1249218
1252,1.0784587
1253,1.0971437
1254,1.0702028
1255,1.0828123
1256,1.0772512
1257,1.0517591
1258,1.1125612
1259,1.0553683
1260,1.0131083
1261,1.0552065
1262,1.1786826
1263,1.0432009
1264,1.1242164
1265,1.0724057
1266,1.0496325
1267,1.3028191
1268,1.1272264
1269,1.2811389
1270,1.2885172
1271,1.3068619
1272,1.5823146
1273,1.0515633
1274,1.1055589
1275,1.0886812
1276,1.0646266
1277,1.231227
1278,1.0891476
1279,1.0795901
1280,1.3633062
1281,1.0673115
1282,1.0649791
1283,1.0737598
1284,1.2549629
1285,1.1430688
1286,1.058076
1287,1.118684
1288,1.0791614
1289,1.0445206
1290,1.1811026
1291,1.0540158
1292,1.010525
1293,1.1249218
1294,1.0784587
1295,1.0971437
1296,1.0702028
1297,1.0828123
1298,1.0772512
1299,1.0517591
1300,1.1125612
1301,1.0553683
1302,1.0131083
1303,1.0552065
1304,1.1786826
1305,1.0432009
1306,1.1242164
1307,1.0724057
1308,1.0496325
1309,1.3028191
1310,1.1272264
1311,1.2811389
1312,1.2885172
1313,1.3068619
1314,1.5823146
1315,1.0515633
1316,1.1055589
1317,1.0886812
1318,1.0646266
1319,1.231227
1320,1.0891476
1321,1.0795901
1322,1.3633062
1323,1.0673115
1324,1.0649791
1325,1.0737598
1326,1.2549629
1327,1.1430688
1328,1.058076
1329,1.118684
1330,1.0791614
1331,1.0445206
1332,1.1811026
1333,1.0540158
1334,1.010525
1335,1.1249218
1336,1.0784587
1337,1.0971437
1338,1.0702028
1339,1.0828123
1340,1.0772512
1341,1.0517591
1342,1.1125612
1343,1.0553683
1344,1.0131083
1345,1.0552065
1346,1.1786826
1347,1.0432009
1348,1.1242164
1349,1.0724057
1350,1.0496325
1351,1.3028191
1352,1.1272264
1353,1.2811389
1354,1.2885172
1355,1.3068619
1356,1.5823146
1357,1.0515633
1358,1.1055589
1359,1.0886812
1360,1.0646266
1361,1.231227
1362,1.0891476
1363,1.0795901
1364,1.3633062
1365,1.0673115
1366,1.0649791
1367,1.0737598
1368,1.2549629
1369,1.1430688
1370,1.058076
1371,1.118684
1372,1.0791614
1373,1.0445206
1374,1.1811026
1375,1.0540158
1376,1.010525
1377,1.1249218
1378,1.0784587
1379,1.0971437
1380,1.0702028
1381,1.0828123
1382,1.0772512
1383,1.0517591
1384,1.1125612
1385,1.0553683
1386,1.0131083
1387,1.0552065
1388,1.1786826
1389,1.0432009
1390,1.1242164
1391,1.0724057
1392,1.0496325
1393,1.3028191
1394,1.1272264
1395,1.2811389
1396,1.2885172
1397,1.3068619
1398,1.5823146
1399,1.0515633
1400,1.1055589
1401,1.0886812
1402,1.0646266
1403,1.231227
1404,1.0891476
1405,1.0795901
1406,1.3633062
1407,1.0673115
1408,1.0649791
1409,1.0737598
1410,1.2549629
1411,1.1430688
1412,1.058076
1413,1.118684
1414,1.0791614
1415,1.0445206
1416,1.1811026
1417,1.0540158
1418,1.010525
1419,1.1249218
1420,1.0784587
1421,1.0971437
1422,1.0702028
1423,1.0828123
1424,1.0772512
1425,1.0517591
1426,1.1125612
1427,1.0553683
1428,1.0131083
1429,1.0552065
1430,1.1786826
1431,1.0432009
1432,1.1242164
1433,1.0724057
1434,1.0496325
1435,1.3028191
1436,1.1272264
1437,1.2811389
1438,1.2885172
1439,1.3068619
1440,1.5823146
1441,1.0515633
1442,1.1055589
1443,1.0886812
1444,1.0646266
1445,1.231227
1446,1.0891476
1447,1.0795901
1448,1.3633062
1449,1.0673115
1450,1.0649791
1451,1.0737598
1452,1.2549629
1453,1.1430688
1454,1.058076
1455,1.118684
1456,1.0791614
1457,1.0445206
1458,1.1811026
1459,1.0540158
1460,1.010525
1461,1.1249218
1462,1.0784587
1463,1.0971437
1464,1.0702028
1465,1.0828123
1466,1.0772512
1467,1.0517591
1468,1.1125612
1469,1.0553683
1470,1.0131083
1471,1.0552065
1472,1.1786826
1473,1.0432009
1474,1.1242164
1475,1.0724057
1476,1.0496325
1477,1.3028191
1478,1.1272264
1479,1.2811389
1480,1.2885172
1481,1.3068619
1482,1.5823146
1483,1.0515633
1484,1.1055589
1485,1.0886812
1486,1.0646266
1487,1.231227
1488,1.0891476
1489,1.0795901
1490,1.3633062
1491,1.0673115
1492,1.0649791
1493,1.0737598
1494,1.2549629
1495,1.1430688
1496,1.058076
1497,1.118684
1498,1.0791614
1499,1.0445206
1500,1.1811026
1501,1.0540158
1502,1.010525
1503,1.1249218
1504,1.0784587
1505,1.0971437
1506,1.0702028
1507,1.0828123
1508,1.0772512
1509,1.0517591
1510,1.1125612
1511,1.0553683
1512,1.0131083
1513,1.0552065
1514,1.1786826
1515,1.0432009
1516,1.1242164
1517,1.0724057
1518,1.0496325
1519,1.3028191
1520,1.1272264
1521,1.2811389
1522,1.2885172
1523,1.3068619
1524,1.5823146
1525,1.0515633
1526,1.1055589
1527,1.0886812
1528,1.0646266
1529,1.231227
1530,1.0891476
1531,1.0795901
1532,1.3633062
1533,1.0673115
1534,1.0649791
1535,1.0737598
1536,1.2549629
1537,1.1430688
1538,1.058076
1539,1.118684
1540,1.0791614
1541,1.0445206
1542,1.1811026
1543,1.0540158
1544,1.010525
1545,1.1249218
1546,1.0784587
1547,1.0971437
1548,1.0702028
1549,1.0828123
1550,1.0772512
1551,1.0517591
1552,1.1125612
1553,1.0553683
1554,1.0131083
1555,1.0552065
1556,1.1786826
1557,1.0432009
1558,1.1242164
1559,1.0724057
1560,1.0496325
1561,1.3028191
1562,1.1272264
1563,1.2811389
1564,1.2885172
1565,1.3068619
1566,1.5823146
1567,1.0515633
1568,1.1055589
1569,1.0886812
1570,1.0646266
1571,1.231227
1572,1.0891476
1573,1.0795901
1574,1.3633062
1575,1.0673115
1576,1.0649791
1577,1.0737598
1578,1.2549629
1579,1.1430688
1580,1.058076
1581,1.118684
1582,1.0791614
1583,1.0445206
1584,1.1811026
1585,1.0540158
1586,1.010525
1587,1.1249218
1588,1.0784587
1589,1.0971437
1590,1.0702028
1591,1.0828123
1592,1.0772512
1593,1.0517591
1594,1.1125612
1595,1.0553683
1596,1.1692077
1597,1.1359701
1598,1.2569283
1599,1.141974
1600,1.2142253
1601,1.1218665
1602,1.1804457
1603,1.3201706
1604,1.2659729
1605,1.4800863
1606,1.2424288
1607,1.4873211
1608,1.2745085
1609,1.2481172
1610,1.2333195
1611,1.3506694
1612,1.2003627
1613,1.2156101
1614,1.8773874
1615,1.2153262
1616,1.5021303
1617,1.5341947
1618,1.1562655
1619,1.2094958
1620,1.202656
1621,1.3656766
1622,1.2104793
1623,1.2127795
1624,1.1834385
1625,1.1732185
1626,1.4757943
1627,1.2040637
1628,1.2313676
1629,1.203012
1630,1.2140173
1631,1.2155597
1632,1.1715591
1633,1.234758
1634,1.2166938
1635,1.1168609
1636,1.2217128
1637,1.1911044
1638,1.1692077
1639,1.1359701
1640,1.2569283
1641,1.141974
1642,1.2142253
1643,1.1218665
1644,1.1804457
1645,1.3201706
1646,1.2659729
1647,1.4800863
1648,1.2424288
1649,1.4873211
1650,1.2745085
1651,1.2481172
1652,1.2333195
1653,1.3506694
1654,1.2003627
1655,1.2156101
1656,1.8773874
1657,1.2153262
1658,1.5021303
1659,1.5341947
1660,1.1562655
1661,1.2094958
1662,1.202656
1663,1.3656766
1664,1.2104793
1665,1.2127795
1666,1.1834385
1667,1.1732185
1668,1.4757943
1669,1.2040637
1670,1.2313676
1671,1.203012
1672,1.2140173
1673,1.2155597
1674,1.1715591
1675,1.234758
1676,1.2166938
1677,1.1168609
1678,1.2217128
1679,1.1911044
1680,1.1692077
1681,1.1359701
1682,1.2569283
1683,1.141974
